class,file,image,p_aug4,pred_aug4,p_noaug,delta_noaug,pred_noaug,p_HF,delta_HF,pred_HF
Eczema,20210505_145622B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210505_145622B.png,0.7860000729560852,Eczema,0.6843810081481934,0.10161906480789185,Eczema,0.5551511645317078,0.23084890842437744,Eczema
Eczema,20210505_145639B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210505_145639B.png,0.9180598258972168,Eczema,0.17762403190135956,0.740435779094696,Normal,0.32363688945770264,0.5944229364395142,Normal
Eczema,20210505_150032B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210505_150032B.png,0.5601821541786194,Eczema,0.08618919551372528,0.4739929437637329,Normal,0.8861972093582153,-0.32601505517959595,Eczema
Eczema,20210505_150126B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210505_150126B.png,0.999873161315918,Eczema,0.9966157078742981,0.003257453441619873,Eczema,0.9999160766601562,-4.291534423828125e-05,Eczema
Eczema,20210507_151504B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210507_151504B.png,0.9997974038124084,Eczema,0.8334060907363892,0.1663913130760193,Eczema,0.9958364963531494,0.003960907459259033,Eczema
Eczema,20210507_151546B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210507_151546B.png,0.8032047748565674,Eczema,0.5442134737968445,0.2589913010597229,Eczema,0.374803364276886,0.4284014105796814,Nevus
Eczema,20210507_151608B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210507_151608B.png,0.9984063506126404,Eczema,0.8509342074394226,0.14747214317321777,Eczema,0.967161238193512,0.031245112419128418,Eczema
Eczema,20210507_152249B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210507_152249B.png,0.9917728304862976,Eczema,0.9313719272613525,0.06040090322494507,Eczema,0.964135468006134,0.027637362480163574,Eczema
Eczema,20210507_152314B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210507_152314B.png,0.9998279809951782,Eczema,0.9962607026100159,0.0035672783851623535,Eczema,0.9981049299240112,0.0017230510711669922,Eczema
Eczema,20210507_152642B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210507_152642B.png,0.9073725342750549,Eczema,0.17221136391162872,0.7351611852645874,Nevus,0.7027879357337952,0.20458459854125977,Eczema
Eczema,20210507_152647B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210507_152647B.png,0.6344980001449585,Eczema,0.12227178364992142,0.5122262239456177,Nevus,0.2596254348754883,0.3748725652694702,Nevus
Eczema,20210507_152957B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210507_152957B.png,0.929777204990387,Eczema,0.7528311610221863,0.17694604396820068,Eczema,0.9786624312400818,-0.048885226249694824,Eczema
Eczema,20210507_153445B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20210507_153445B.png,0.9339638948440552,Eczema,0.8325989842414856,0.10136491060256958,Eczema,0.9621840119361877,-0.02822011709213257,Eczema
Eczema,20211213_102823B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_102823B.png,0.9998788833618164,Eczema,0.9461878538131714,0.05369102954864502,Eczema,0.9967266321182251,0.0031522512435913086,Eczema
Eczema,20211213_102938B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_102938B.png,0.9986250400543213,Eczema,0.5957940816879272,0.40283095836639404,Eczema,0.9911105632781982,0.007514476776123047,Eczema
Eczema,20211213_102954B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_102954B.png,0.9983173608779907,Eczema,0.883106529712677,0.11521083116531372,Eczema,0.8741722702980042,0.12414509057998657,Eczema
Eczema,20211213_103249B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_103249B.png,0.9999936819076538,Eczema,0.9984608888626099,0.0015327930450439453,Eczema,0.9999966621398926,-2.9802322387695312e-06,Eczema
Eczema,20211213_103257B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_103257B.png,0.9991434812545776,Eczema,0.9856034517288208,0.013540029525756836,Eczema,0.9993552565574646,-0.0002117753028869629,Eczema
Eczema,20211213_103555B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_103555B.png,0.9999963045120239,Eczema,0.9998561143875122,0.00014019012451171875,Eczema,0.9999983310699463,-2.0265579223632812e-06,Eczema
Eczema,20211213_103842B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_103842B.png,0.8617038130760193,Eczema,0.576379656791687,0.2853241562843323,Eczema,0.1188141480088234,0.7428896427154541,Normal
Eczema,20211213_103850B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_103850B.png,0.997841477394104,Eczema,0.9937180280685425,0.0041234493255615234,Eczema,0.9919300675392151,0.005911409854888916,Eczema
Eczema,20211213_104034B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_104034B.png,0.9558603167533875,Eczema,0.9223272800445557,0.03353303670883179,Eczema,0.9984979629516602,-0.042637646198272705,Eczema
Eczema,20211213_104233B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_104233B.png,0.9996843338012695,Eczema,0.9997798800468445,-9.554624557495117e-05,Eczema,0.9999521970748901,-0.00026786327362060547,Eczema
Eczema,20211213_122119B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_122119B.png,0.9999970197677612,Eczema,0.9997639060020447,0.00023311376571655273,Eczema,0.9999747276306152,2.2292137145996094e-05,Eczema
Eczema,20211213_122506B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_122506B.png,0.9999434947967529,Eczema,0.9988399147987366,0.0011035799980163574,Eczema,0.9997879862785339,0.00015550851821899414,Eczema
Eczema,20211213_122535B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211213_122535B.png,0.9997397065162659,Eczema,0.9153807759284973,0.08435893058776855,Eczema,0.998461127281189,0.0012785792350769043,Eczema
Eczema,20211215_153554B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211215_153554B.png,0.9713965058326721,Eczema,0.9601144194602966,0.011282086372375488,Eczema,0.9909674525260925,-0.01957094669342041,Eczema
Eczema,20211215_171958B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211215_171958B.png,0.9965724945068359,Eczema,0.97981858253479,0.0167539119720459,Eczema,0.9979811310768127,-0.0014086365699768066,Eczema
Eczema,20211215_172154B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20211215_172154B.png,0.999702513217926,Eczema,0.9999427795410156,-0.0002402663230895996,Eczema,0.9999620914459229,-0.00025957822799682617,Eczema
Eczema,20220114_153424B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220114_153424B.png,0.993391752243042,Eczema,0.32438674569129944,0.6690050363540649,Nevus,0.8149192333221436,0.17847251892089844,Eczema
Eczema,20220114_153428B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220114_153428B.png,0.9558241367340088,Eczema,0.34022989869117737,0.6155942678451538,Nevus,0.7134501338005066,0.2423740029335022,Eczema
Eczema,20220114_153448B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220114_153448B.png,0.996921956539154,Eczema,0.9750851988792419,0.02183675765991211,Eczema,0.9946181178092957,0.0023038387298583984,Eczema
Eczema,20220114_153700B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220114_153700B.png,0.9900189638137817,Eczema,0.9097191095352173,0.08029985427856445,Eczema,0.657119631767273,0.3328993320465088,Eczema
Eczema,20220114_153814B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220114_153814B.png,0.7700116634368896,Eczema,0.12015707045793533,0.6498546004295349,Normal,0.3533366918563843,0.41667497158050537,Normal
Eczema,20220114_153830B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220114_153830B.png,0.9960720539093018,Eczema,0.6870538592338562,0.30901819467544556,Eczema,0.9781907796859741,0.017881274223327637,Eczema
Eczema,20220124_113438B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220124_113438B.png,0.9998999834060669,Eczema,0.9877352118492126,0.012164771556854248,Eczema,0.9988480806350708,0.0010519027709960938,Eczema
Eczema,20220124_113456B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220124_113456B.png,0.9855168461799622,Eczema,0.9880290627479553,-0.002512216567993164,Eczema,0.9940821528434753,-0.008565306663513184,Eczema
Eczema,20220124_113635B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220124_113635B.png,0.7285348773002625,Eczema,0.923992395401001,-0.19545751810073853,Eczema,0.9290045499801636,-0.20046967267990112,Eczema
Eczema,20220124_113714B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220124_113714B.png,0.8996027112007141,Eczema,0.8861133456230164,0.013489365577697754,Eczema,0.866832971572876,0.032769739627838135,Eczema
Eczema,20220124_113722B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220124_113722B.png,0.9948286414146423,Eczema,0.9421955347061157,0.05263310670852661,Eczema,0.9325481057167053,0.06228053569793701,Eczema
Eczema,20220124_114013B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220124_114013B.png,0.9991284012794495,Eczema,0.9563033580780029,0.04282504320144653,Eczema,0.9736927151679993,0.025435686111450195,Eczema
Eczema,20220307_101621B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220307_101621B.png,0.5773441791534424,Eczema,0.6558957099914551,-0.0785515308380127,Eczema,0.20150455832481384,0.37583962082862854,Psoriasis
Eczema,20220307_101935B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220307_101935B.png,0.9999290704727173,Eczema,0.9948463439941406,0.00508272647857666,Eczema,0.9994924068450928,0.0004366636276245117,Eczema
Eczema,20220307_102605B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220307_102605B.png,0.9799960255622864,Eczema,0.23542112112045288,0.7445749044418335,Normal,0.6539700031280518,0.3260260224342346,Eczema
Eczema,20220307_103207B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220307_103207B.png,0.9993755221366882,Eczema,0.9527056813240051,0.046669840812683105,Eczema,0.9950544834136963,0.004321038722991943,Eczema
Eczema,20220307_103324B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220307_103324B.png,0.9947196245193481,Eczema,0.9836969971656799,0.011022627353668213,Eczema,0.9557997584342957,0.03891986608505249,Eczema
Eczema,20220307_103404B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220307_103404B.png,0.9994161128997803,Eczema,0.9961633682250977,0.003252744674682617,Eczema,0.9998759031295776,-0.0004597902297973633,Eczema
Eczema,20220328_114601B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220328_114601B.png,0.9998446702957153,Eczema,0.9907715320587158,0.009073138236999512,Eczema,0.9993632435798645,0.0004814267158508301,Eczema
Eczema,20220328_114641B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220328_114641B.png,0.9818394184112549,Eczema,0.8434516191482544,0.1383877992630005,Eczema,0.8910975456237793,0.09074187278747559,Eczema
Eczema,20220328_115501B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220328_115501B.png,0.9999933242797852,Eczema,0.9934269189834595,0.006566405296325684,Eczema,0.999224066734314,0.0007692575454711914,Eczema
Eczema,20220328_115518B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Eczema/20220328_115518B.png,0.9351533651351929,Eczema,0.8563576340675354,0.07879573106765747,Eczema,0.7970870733261108,0.13806629180908203,Eczema
Nevus,20210108_131853B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210108_131853B.png,0.11623606085777283,Normal,0.38117218017578125,-0.2649361193180084,Nevus,0.49881264567375183,-0.382576584815979,Nevus
Nevus,20210108_132029B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210108_132029B.png,0.8438712954521179,Nevus,0.7273532152175903,0.11651808023452759,Nevus,0.9969995021820068,-0.15312820672988892,Nevus
Nevus,20210108_132235B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210108_132235B.png,0.97808837890625,Nevus,0.5002161264419556,0.47787225246429443,Nevus,0.7110007405281067,0.2670876383781433,Nevus
Nevus,20210108_132250B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210108_132250B.png,0.9187690615653992,Nevus,0.9634546637535095,-0.04468560218811035,Nevus,0.9823501110076904,-0.06358104944229126,Nevus
Nevus,20210108_132258B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210108_132258B.png,0.9684633612632751,Nevus,0.8940615653991699,0.07440179586410522,Nevus,0.9157863855361938,0.0526769757270813,Nevus
Nevus,20210108_132318B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210108_132318B.png,0.9962037205696106,Nevus,0.9423850178718567,0.053818702697753906,Nevus,0.9636894464492798,0.03251427412033081,Nevus
Nevus,20210317_105059B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210317_105059B.png,0.9884876608848572,Nevus,0.7554836869239807,0.23300397396087646,Nevus,0.8404321670532227,0.14805549383163452,Nevus
Nevus,20210317_105524B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210317_105524B.png,0.01383902970701456,Solar lentigo,0.04226516932249069,-0.028426140546798706,Normal,0.0065808785147964954,0.007258151192218065,Solar lentigo
Nevus,20210331_103032B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210331_103032B.png,0.9985108971595764,Nevus,0.8388268947601318,0.15968400239944458,Nevus,0.9917380213737488,0.006772875785827637,Nevus
Nevus,20210331_103036B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210331_103036B.png,0.9995250701904297,Nevus,0.9900272488594055,0.00949782133102417,Nevus,0.9989711046218872,0.0005539655685424805,Nevus
Nevus,20210407_144837B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210407_144837B.png,0.8459630012512207,Nevus,0.79453045129776,0.05143254995346069,Nevus,0.6376476287841797,0.20831537246704102,Nevus
Nevus,20210407_162252B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210407_162252B.png,0.9999915361404419,Nevus,0.9999203681945801,7.11679458618164e-05,Nevus,0.9993274211883545,0.0006641149520874023,Nevus
Nevus,20210407_164529B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210407_164529B.png,0.5784122943878174,Nevus,0.9660593271255493,-0.38764703273773193,Nevus,0.7457181215286255,-0.1673058271408081,Nevus
Nevus,20210407_164600B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210407_164600B.png,0.9979491829872131,Nevus,0.9993189573287964,-0.001369774341583252,Nevus,0.9980238676071167,-7.468461990356445e-05,Nevus
Nevus,20210407_164605B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210407_164605B.png,0.9960094690322876,Nevus,0.9797341227531433,0.016275346279144287,Nevus,0.9928656816482544,0.003143787384033203,Nevus
Nevus,20210407_165734B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210407_165734B.png,0.9971572160720825,Nevus,0.962449848651886,0.03470736742019653,Nevus,0.9171410799026489,0.0800161361694336,Nevus
Nevus,20210407_165825B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210407_165825B.png,0.5237368941307068,Nevus,0.04174668714404106,0.4819902181625366,Normal,0.06473436206579208,0.4590025246143341,Normal
Nevus,20210503_104258B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210503_104258B.png,0.9978583455085754,Nevus,0.9911413192749023,0.006717026233673096,Nevus,0.9712380170822144,0.026620328426361084,Nevus
Nevus,20210503_104359B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210503_104359B.png,0.4271419644355774,Nevus,0.6295650005340576,-0.20242303609848022,Nevus,0.8737545609474182,-0.4466125965118408,Nevus
Nevus,20210503_104511B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20210503_104511B.png,0.9581124782562256,Nevus,0.7150534987449646,0.243058979511261,Nevus,0.9703739285469055,-0.012261450290679932,Nevus
Nevus,20211213_100307B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20211213_100307B.png,0.47055962681770325,Nevus,0.41206055879592896,0.05849906802177429,Seborrhoeic keratosis,0.5551648736000061,-0.08460524678230286,Nevus
Nevus,20211213_100556B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20211213_100556B.png,0.6812992095947266,Nevus,0.19433636963367462,0.48696285486221313,Seborrhoeic keratosis,0.9721364378929138,-0.29083722829818726,Nevus
Nevus,20211215_112528B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20211215_112528B.png,0.9998681545257568,Nevus,0.9939940571784973,0.0058740973472595215,Nevus,0.9834643006324768,0.01640385389328003,Nevus
Nevus,20211215_112822B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20211215_112822B.png,0.9999723434448242,Nevus,0.9987518787384033,0.0012204647064208984,Nevus,0.9967272281646729,0.003245115280151367,Nevus
Nevus,20211215_113128B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20211215_113128B.png,0.9823159575462341,Nevus,0.995381772518158,-0.013065814971923828,Nevus,0.9973493814468384,-0.015033423900604248,Nevus
Nevus,20211215_150222B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20211215_150222B.png,0.6731457114219666,Nevus,0.18979386985301971,0.48335182666778564,Normal,0.7437177300453186,-0.07057201862335205,Nevus
Nevus,20211215_150638B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20211215_150638B.png,0.9790152311325073,Nevus,0.9914681911468506,-0.012452960014343262,Nevus,0.9937739372253418,-0.014758706092834473,Nevus
Nevus,20211215_150653B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20211215_150653B.png,0.999651312828064,Nevus,0.9971964359283447,0.0024548768997192383,Nevus,0.9997075200080872,-5.620718002319336e-05,Nevus
Nevus,20211215_150658B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20211215_150658B.png,0.9990841150283813,Nevus,0.9993089437484741,-0.00022482872009277344,Nevus,0.9978917241096497,0.0011923909187316895,Nevus
Nevus,20220110_094501B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220110_094501B.png,0.9998680353164673,Nevus,0.9971722960472107,0.002695739269256592,Nevus,0.999447762966156,0.0004202723503112793,Nevus
Nevus,20220110_094531B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220110_094531B.png,0.9988375306129456,Nevus,0.7255643606185913,0.27327316999435425,Nevus,0.9931150078773499,0.005722522735595703,Nevus
Nevus,20220110_094542B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220110_094542B.png,0.995284378528595,Nevus,0.7403997182846069,0.25488466024398804,Nevus,0.994121253490448,0.0011631250381469727,Nevus
Nevus,20220110_094800B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220110_094800B.png,0.9999853372573853,Nevus,0.9957557916641235,0.004229545593261719,Nevus,0.9996170997619629,0.0003682374954223633,Nevus
Nevus,20220110_095000B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220110_095000B.png,0.9999771118164062,Nevus,0.9972797632217407,0.0026973485946655273,Nevus,0.9999028444290161,7.426738739013672e-05,Nevus
Nevus,20220117_091454B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220117_091454B.png,0.9999109506607056,Nevus,0.9985203146934509,0.0013906359672546387,Nevus,0.9999508857727051,-3.993511199951172e-05,Nevus
Nevus,20220117_091502B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220117_091502B.png,0.9998502731323242,Nevus,0.9966856837272644,0.0031645894050598145,Nevus,0.9997949004173279,5.537271499633789e-05,Nevus
Nevus,20220117_092409B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220117_092409B.png,0.9998868703842163,Nevus,0.9999154806137085,-2.86102294921875e-05,Nevus,0.9999123811721802,-2.5510787963867188e-05,Nevus
Nevus,20220117_092449B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220117_092449B.png,0.9997381567955017,Nevus,0.9989936947822571,0.0007444620132446289,Nevus,0.9998375177383423,-9.936094284057617e-05,Nevus
Nevus,20220117_092454B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220117_092454B.png,0.9998219609260559,Nevus,0.9998300075531006,-8.046627044677734e-06,Nevus,0.9998893737792969,-6.74128532409668e-05,Nevus
Nevus,20220117_092643B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220117_092643B.png,0.9999707937240601,Nevus,0.9995974898338318,0.0003733038902282715,Nevus,0.9999102354049683,6.0558319091796875e-05,Nevus
Nevus,20220117_092707B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220117_092707B.png,0.9999818801879883,Nevus,0.9999213218688965,6.0558319091796875e-05,Nevus,0.9999630451202393,1.8835067749023438e-05,Nevus
Nevus,20220117_092719B.png,/storage/ssd3/ArthurLee/GIPO/oct-AL-1126/ds/classification/seven_class/val/Nevus/20220117_092719B.png,0.9999650716781616,Nevus,0.9999343156814575,3.075599670410156e-05,Nevus,0.9999613761901855,3.6954879760742188e-06,Nevus
